Packet;Start Time;End Time;Data;End Delimiter;Valid;Packet Time
1;-83,99728325879596;-83,9955908421266;43888;LF;1;0,0016924166693570442
2;-83,97962725884054;-83,97793884217117;43888;LF;1;0,0016884166693671432
3;-83,9619752588851;-83,96028284221575;43887;LF;1;0,0016924166693570442
4;-83,94431925892968;-83,94263084226031;43887;LF;1;0,0016884166693671432
5;-83,92666725897425;-83,92497484230489;43887;LF;1;0,0016924166693570442
6;-83,90901125901883;-83,90732284234946;43887;LF;1;0,0016884166693671432
7;-83,89135925906339;-83,88966684239404;43887;LF;1;0,0016924166693570442
8;-83,87370325910797;-83,8720148424386;43887;LF;1;0,0016884166693671432
9;-83,85605125915254;-83,85435884248318;43887;LF;1;0,0016924166693570442
10;-83,83839525919711;-83,83670684252775;43887;LF;1;0,0016884166693671432
11;-83,82074325924168;-83,81905084257232;43887;LF;1;0,0016924166693570442
12;-83,80308725928626;-83,80139884261689;43887;LF;1;0,0016884166693671432
13;-83,78543525933082;-83,78374284266147;43887;LF;1;0,0016924166693570442
14;-83,7677792593754;-83,76609084270603;43887;LF;1;0,0016884166693671432
15;-83,75012725941997;-83,74843484275061;43887;LF;1;0,0016924166693570442
16;-83,73247125946455;-83,73078284279518;43888;LF;1;0,0016884166693671432
17;-83,71481925950911;-83,71313084283975;43887;LF;1;0,0016884166693671432
18;-83,69716725955368;-83,69547484288432;43887;LF;1;0,0016924166693570442
19;-83,67951125959826;-83,67782284292889;43887;LF;1;0,0016884166693671432
20;-83,66185925964282;-83,66016684297347;43888;LF;1;0,0016924166693570442
21;-83,6442032596874;-83,64251484301803;43888;LF;1;0,0016884166693671432
22;-83,62655125973197;-83,62485884306261;43887;LF;1;0,0016924166693570442
23;-83,60889525977655;-83,60720684310718;43887;LF;1;0,0016884166693671432
24;-83,59124325982111;-83,58955084315176;43887;LF;1;0,0016924166693570442
25;-83,57358725986569;-83,57189884319632;43887;LF;1;0,0016884166693671432
26;-83,55593525991026;-83,5542428432409;43887;LF;1;0,0016924166693570442
27;-83,53827925995483;-83,53659084328547;43887;LF;1;0,0016884166693671432
28;-83,5206272599994;-83,51893484333004;43887;LF;1;0,0016924166693570442
29;-83,50297126004398;-83,50128284337461;43888;LF;1;0,0016884166693671432
30;-83,48531926008854;-83,48362684341919;43887;LF;1;0,0016924166693570442
31;-83,46766326013312;-83,46597484346375;43887;LF;1;0,0016884166693671432
32;-83,45001126017769;-83,44831884350833;43888;LF;1;0,0016924166693570442
33;-83,43235526022227;-83,4306668435529;43887;LF;1;0,0016884166693671432
34;-83,41470326026683;-83,41301484359747;43888;LF;1;0,0016884166693671432
35;-83,3970512603114;-83,39535884364204;43887;LF;1;0,0016924166693570442
36;-83,37939526035598;-83,37770684368661;43888;LF;1;0,0016884166693671432
37;-83,36174326040054;-83,36005084373119;43887;LF;1;0,0016924166693570442
38;-83,34408726044512;-83,34239884377575;43887;LF;1;0,0016884166693671432
39;-83,32643526048969;-83,32474284382033;43888;LF;1;0,0016924166693570442
40;-83,30877926053427;-83,3070908438649;43887;LF;1;0,0016884166693671432
41;-83,29112726057883;-83,28943484390948;43887;LF;1;0,0016924166693570442
42;-83,27347126062341;-83,27178284395404;43887;LF;1;0,0016884166693671432
43;-83,25581926066798;-83,25412684399862;43887;LF;1;0,0016924166693570442
44;-83,23816326071255;-83,23647484404319;43887;LF;1;0,0016884166693671432
45;-83,22051126075712;-83,21881884408776;43888;LF;1;0,0016924166693570442
46;-83,2028552608017;-83,20116684413233;43887;LF;1;0,0016884166693671432
47;-83,18520326084627;-83,18351084417691;43887;LF;1;0,0016924166693570442
48;-83,16754726089084;-83,16585884422148;43888;LF;1;0,0016884166693671432
49;-83,14989526093541;-83,14820284426605;43887;LF;1;0,0016924166693570442
50;-83,13223926097999;-83,13055084431062;43888;LF;1;0,0016884166693671432
51;-83,11458726102455;-83,1128948443552;43887;LF;1;0,0016924166693570442
52;-83,09693526106912;-83,09524284439976;43888;LF;1;0,0016924166693570442
53;-83,0792792611137;-83,07759084444433;43888;LF;1;0,0016884166693671432
54;-83,06162726115826;-83,05993484448891;43887;LF;1;0,0016924166693570442
55;-83,04397126120284;-83,04228284453347;43887;LF;1;0,0016884166693671432
56;-83,02631926124741;-83,02462684457805;43888;LF;1;0,0016924166693570442
57;-83,00866326129199;-83,00697484462262;43887;LF;1;0,0016884166693671432
58;-82,99101126133655;-82,9893188446672;43887;LF;1;0,0016924166693570442
59;-82,97335526138113;-82,97166684471176;43888;LF;1;0,0016884166693671432
60;-82,9557032614257;-82,95401084475634;43887;LF;1;0,0016924166693570442
61;-82,93804726147027;-82,9363588448009;43888;LF;1;0,0016884166693671432
62;-82,92039526151484;-82,91870284484548;43887;LF;1;0,0016924166693570442
63;-82,90273926155942;-82,90105084489005;43888;LF;1;0,0016884166693671432
64;-82,88508726160399;-82,88339484493463;43888;LF;1;0,0016924166693570442
65;-82,86743126164856;-82,8657428449792;43888;LF;1;0,0016884166693671432
66;-82,84977926169313;-82,84808684502377;43887;LF;1;0,0016924166693570442
67;-82,8321232617377;-82,83043484506834;43888;LF;1;0,0016884166693671432
68;-82,81447126178227;-82,81277884511292;43888;LF;1;0,0016924166693570442
