Packet;Start Time;End Time;Data;End Delimiter;Valid;Packet Time
277;-12,189337836942059;-12,187647420272697;00000;LF;1;0,0016904166693620937
278;-12,15759183702221;-12,15561542035357;-00001;LF;1;0,001976416668640013
279;-12,125507837103214;-12,123817420433852;00001;LF;1;0,0016904166693620937
280;-12,093761837183365;-12,091785420514725;-00001;LF;1;0,001976416668640013
281;-12,06167783726437;-12,059987420595007;00001;LF;1;0,0016904166693620937
282;-12,029932837344518;-12,027956420675878;-00001;LF;1;0,001976416668640013
283;-11,997848837425522;-11,99615842075616;00001;LF;1;0,0016904166693620937
284;-11,966102837505673;-11,964126420837033;-00001;LF;1;0,001976416668640013
285;-11,934018837586677;-11,932328420917315;00001;LF;1;0,0016904166693620937
286;-11,902273837666826;-11,900297420998186;-00001;LF;1;0,001976416668640013
287;-11,87018983774783;-11,868499421078468;00001;LF;1;0,0016904166693620937
288;-11,838443837827981;-11,836467421159341;-00001;LF;1;0,001976416668640013
289;-11,806359837908985;-11,804669421239623;00001;LF;1;0,0016904166693620937
290;-11,774614837989134;-11,772638421320494;-00001;LF;1;0,001976416668640013
291;-11,742530838070138;-11,740840421400776;00001;LF;1;0,0016904166693620937
292;-11,710784838150289;-11,708808421481649;-00001;LF;1;0,001976416668640013
293;-11,678700838231293;-11,677010421561931;00001;LF;1;0,0016904166693620937
294;-11,646954838311444;-11,644978421642804;-00001;LF;1;0,001976416668640013
295;-11,614871838392446;-11,613181421723084;00001;LF;1;0,0016904166693620937
296;-11,583125838472597;-11,581149421803957;-00001;LF;1;0,001976416668640013
297;-11,551041838553601;-11,54935142188424;00001;LF;1;0,0016904166693620937
298;-11,519295838633752;-11,517319421965112;-00001;LF;1;0,001976416668640013
299;-11,487212838714754;-11,485522422045392;00001;LF;1;0,0016904166693620937
300;-11,455466838794905;-11,453490422126265;-00001;LF;1;0,001976416668640013
301;-11,42338283887591;-11,421692422206547;00001;LF;1;0,0016904166693620937
302;-11,39163683895606;-11,38966042228742;-00001;LF;1;0,001976416668640013
303;-11,359552839037065;-11,357862422367702;00001;LF;1;0,0016904166693620937
304;-11,327807839117213;-11,325831422448573;-00001;LF;1;0,001976416668640013
305;-11,295723839198217;-11,294033422528855;00001;LF;1;0,0016904166693620937
306;-11,263977839278368;-11,262001422609728;-00001;LF;1;0,001976416668640013
307;-11,231893839359373;-11,23020342269001;00001;LF;1;0,0016904166693620937
308;-11,200148839439521;-11,198172422770881;-00001;LF;1;0,001976416668640013
309;-11,168064839520525;-11,166374422851163;00001;LF;1;0,0016904166693620937
310;-11,136318839600676;-11,134342422932036;-00001;LF;1;0,001976416668640013
311;-11,10423483968168;-11,102544423012318;00001;LF;1;0,0016904166693620937
312;-11,072489839761829;-11,070513423093189;-00001;LF;1;0,001976416668640013
313;-11,040405839842833;-11,038715423173471;00001;LF;1;0,0016904166693620937
314;-11,008659839922984;-11,006683423254344;-00001;LF;1;0,001976416668640013
315;-10,976575840003989;-10,974885423334626;00000;LF;1;0,0016904166693620937
316;-10,94482984008414;-10,9428534234155;-00001;LF;1;0,001976416668640013
317;-10,912746840165141;-10,91105642349578;00001;LF;1;0,0016904166693620937
318;-10,881000840245292;-10,879024423576652;-00001;LF;1;0,001976416668640013
319;-10,848916840326297;-10,847226423656934;00001;LF;1;0,0016904166693620937
320;-10,817170840406447;-10,815194423737807;-00001;LF;1;0,001976416668640013
321;-10,78508784048745;-10,783397423818087;00001;LF;1;0,0016904166693620937
322;-10,7533418405676;-10,75136542389896;-00001;LF;1;0,001976416668640013
323;-10,721257840648605;-10,719567423979242;00001;LF;1;0,0016904166693620937
324;-10,689511840728755;-10,687535424060115;-00001;LF;1;0,001976416668640013
325;-10,65742784080976;-10,655738424140395;00000;LF;1;0,0016894166693646184
326;-10,62563084089004;-10,623940424220677;00000;LF;1;0,0016904166693620937
327;-10,59388484097019;-10,59190842430155;-00001;LF;1;0,001976416668640013
328;-10,561800841051195;-10,560110424381833;00001;LF;1;0,0016904166693620937
329;-10,530054841131346;-10,528078424462706;-00001;LF;1;0,001976416668640013
330;-10,497971841212347;-10,496281424542985;00000;LF;1;0,0016904166693620937
331;-10,466225841292498;-10,464249424623858;-00001;LF;1;0,001976416668640013
332;-10,434141841373503;-10,43245142470414;00000;LF;1;0,0016904166693620937
333;-10,402395841453654;-10,400419424785014;-00001;LF;1;0,001976416668640013
334;-10,370312841534655;-10,368622424865293;00001;LF;1;0,0016904166693620937
335;-10,338566841614806;-10,336590424946166;-00001;LF;1;0,001976416668640013
336;-10,30648284169581;-10,304792425026449;00000;LF;1;0,0016904166693620937
